Timestamp_Run_Start,Experiment_ID,Model_Type,Task,n_layer,n_embd,n_head,n_qubits,q_depth,learning_rate,num_epochs_run,seq_len_data,input_channels_data,Config_Block_Size,Config_n_intermediate,num_classes_data,Final_Test_Accuracy_Percent,Final_Avg_Train_Loss
2025-06-03_23-11-50,q_retinamnist_20250603_231150,Quantum,RetinaMNIST_8x8,2,64,4,8,1,1.0e-03,30,64,3,74,256,5,53.75,1.067675
