Timestamp_Run_Start,Experiment_ID,Model_Type,Task,n_layer,n_embd,n_head,n_qubits,q_depth,learning_rate,num_epochs_run,seq_len_train,Config_Block_Size,Config_n_intermediate,Final_Test_Accuracy_Percent,Final_Avg_Train_Loss
2025-06-02_22-00-16,c_fashion_mnist_20250602_220016,Classical,FashionMNIST_8x8,2,64,4,N/A,N/A,1.0e-03,30,64,74,256,85.56,0.279048
