Timestamp_Run_Start,Experiment_ID,Model_Type,Task,n_layer,n_embd,n_head,n_qubits,q_depth,learning_rate,num_epochs_run,seq_len_data,input_channels_data,Config_Block_Size,Config_n_intermediate,num_classes_data,Final_Test_Accuracy_Percent,Final_Avg_Train_Loss
2025-06-03_23-11-10,q_pneumoniamnist_20250603_231110,Quantum,PneumoniamnistMNIST_8x8,2,64,4,8,1,0.001,30,64,1,74,256,2,84.78,0.115775
