Timestamp_Run_Start,Experiment_ID,Model_Type,Task,n_layer,n_embd,n_head,n_qubits,q_depth,learning_rate,num_epochs_run,seq_len_data,input_channels_data,Config_Block_Size,Config_n_intermediate,num_classes_data,Final_Test_Accuracy_Percent,Final_Avg_Train_Loss
2025-06-04_02-21-12,q_organamnist_20250604_022112,Quantum,OrganamnistMNIST_8x8,2,64,4,8,1,0.001,30,64,1,74,256,11,76.27,0.041697
